2025-08-23 04:38:06,0,15
2025-08-23 04:44:58,0,15
2025-08-23 04:51:44,0,15
2025-08-23 04:58:24,0,15
2025-08-23 05:04:55,0,15
2025-08-23 07:03:47,3,13
2025-08-23 07:10:11,2,13
2025-08-23 07:16:46,0,13
2025-08-23 07:23:06,0,13
2025-08-23 07:30:52,4,13
2025-08-23 07:39:15,0,13
2025-08-23 07:45:56,0,13
2025-08-23 07:52:35,0,13
2025-08-23 07:59:28,0,13
2025-08-23 08:06:10,0,13
2025-08-23 08:12:50,0,13
2025-08-23 08:19:31,0,13
2025-08-23 08:26:12,0,13
2025-08-23 08:32:52,0,13
2025-08-23 08:39:35,0,13
2025-08-23 08:46:13,0,13
2025-08-23 08:52:55,0,13
2025-08-23 08:59:26,0,13
2025-08-23 09:05:55,0,12
2025-08-23 09:13:12,0,12
2025-08-23 09:20:16,0,12
2025-08-23 09:26:57,0,12
2025-08-23 09:38:19,0,12
2025-08-23 09:44:49,0,12
2025-08-23 09:52:55,0,12
2025-08-23 09:59:36,0,12
2025-08-23 10:06:18,0,12
2025-08-23 11:06:47,0,12
2025-08-23 11:13:36,0,12
2025-08-23 11:20:19,0,12
2025-08-23 13:54:01,0,12
2025-08-23 14:00:49,0,12
2025-08-23 14:08:00,0,12
2025-08-23 14:14:44,0,12
2025-08-23 14:47:51,0,12
2025-08-23 14:54:30,0,12
2025-08-23 15:01:08,0,12
2025-08-23 15:07:47,0,12
2025-08-23 15:14:26,0,12
