2025-08-20 03:23:53,0,15
2025-08-20 03:30:45,0,15
2025-08-20 03:38:22,2,15
2025-08-20 03:44:38,0,15
2025-08-20 03:51:23,0,15
2025-08-20 03:58:03,0,15
2025-08-20 04:04:53,0,15
2025-08-20 04:11:33,0,15
2025-08-20 04:18:45,0,15
2025-08-20 04:25:18,0,15
2025-08-20 04:31:50,0,15
2025-08-20 04:38:07,0,15
2025-08-20 04:44:49,0,15
2025-08-20 04:51:34,0,15
2025-08-20 04:58:07,0,15
2025-08-20 05:04:50,0,15
2025-08-20 05:11:35,0,15
2025-08-20 05:18:32,0,15
2025-08-20 05:25:11,0,15
2025-08-20 05:31:42,0,15
2025-08-20 05:37:56,0,15
2025-08-20 05:44:37,0,15
2025-08-20 05:51:19,0,15
2025-08-20 05:57:56,0,15
2025-08-20 06:04:38,0,13
2025-08-20 06:11:30,1,13
2025-08-20 06:18:03,0,13
2025-08-20 06:30:54,0,13
2025-08-20 15:39:10,1,12
2025-08-20 15:45:02,0,12
2025-08-20 15:51:27,0,12
2025-08-20 15:58:08,0,12
2025-08-20 16:04:58,0,12
2025-08-20 16:11:34,0,12
2025-08-20 16:18:17,0,12
2025-08-20 16:24:57,0,12
2025-08-20 19:18:41,0,12
2025-08-20 19:25:32,0,12
2025-08-20 19:32:20,0,12
2025-08-20 19:39:08,0,12
2025-08-20 19:46:01,0,12
2025-08-20 19:53:53,0,12
2025-08-20 20:00:35,0,12
2025-08-20 20:07:04,0,12
2025-08-20 20:13:44,0,12
2025-08-20 20:20:21,0,12
2025-08-20 20:27:25,0,12
