2025-08-18 07:42:18,0,397,13
2025-08-18 07:49:07,0,0,13
2025-08-18 07:55:42,0,0,13
2025-08-18 08:02:24,0,0,13
2025-08-18 08:08:57,0,0,13
2025-08-18 08:15:38,0,0,13
2025-08-18 08:22:14,0,0,13
2025-08-18 08:29:01,0,0,13
2025-08-18 08:35:30,0,0,13
2025-08-18 08:42:09,0,0,13
2025-08-18 08:48:46,0,0,13
2025-08-18 08:55:28,0,0,13
2025-08-18 09:02:07,0,0,12
2025-08-18 09:08:52,0,0,12
2025-08-18 09:15:34,0,0,12
2025-08-18 09:22:19,0,0,12
2025-08-18 09:28:57,0,0,12
2025-08-18 09:35:30,0,0,12
2025-08-18 09:42:16,0,0,12
2025-08-18 09:48:59,0,0,12
2025-08-18 09:55:41,0,0,12
2025-08-18 10:02:19,0,0,12
2025-08-18 10:08:57,0,0,12
2025-08-18 10:15:33,0,0,12
2025-08-18 10:22:18,0,0,12
2025-08-18 10:29:09,0,0,12
2025-08-18 10:36:32,0,0,12
2025-08-18 10:43:16,0,0,12
2025-08-18 10:49:57,0,0,12
2025-08-18 10:56:43,0,0,12
2025-08-18 11:06:06,0,0,12
2025-08-18 11:12:48,0,0,12
2025-08-18 18:14:12,0,0,12
2025-08-18 18:20:54,0,0,12
2025-08-18 18:27:54,0,0,12
2025-08-18 18:34:44,0,0,12
2025-08-18 18:41:33,0,0,12
