2025-08-09 04:35:39,0,475,15
2025-08-09 04:42:53,0,0,15
2025-08-09 04:53:09,0,0,15
2025-08-09 06:18:01,1,454,13
2025-08-09 06:26:04,1,469,13
2025-08-09 06:33:43,1,446,13
2025-08-09 06:41:09,0,435,13
2025-08-09 06:48:03,0,396,13
2025-08-09 06:54:40,0,380,13
2025-08-09 07:00:57,0,375,13
2025-08-09 07:34:50,0,481,13
2025-08-09 07:43:02,0,493,13
2025-08-09 07:49:52,0,405,13
2025-08-09 07:56:29,0,361,13
2025-08-09 08:02:19,0,324,13
2025-08-09 08:08:38,0,357,13
2025-08-09 08:15:02,0,361,13
2025-08-09 08:21:19,0,371,13
2025-08-09 08:27:20,0,358,13
2025-08-09 08:33:22,0,356,13
2025-08-09 08:39:56,0,376,13
2025-08-09 08:46:26,0,383,13
2025-08-09 08:52:33,0,367,13
2025-08-09 08:58:55,0,367,13
2025-08-09 11:43:22,0,0,12
2025-08-09 11:50:22,0,0,12
2025-08-09 12:38:13,0,0,12
2025-08-09 19:21:37,0,468,12
2025-08-09 19:29:36,0,479,12
2025-08-09 19:35:29,0,353,12
2025-08-09 19:41:50,0,380,12
2025-08-09 19:48:02,0,357,12
2025-08-09 19:54:51,0,399,12
2025-08-09 20:01:48,0,410,12
2025-08-09 20:08:33,0,399,12
2025-08-09 20:15:13,0,0,12
