2025-08-07 05:04:10,0,434,15
2025-08-07 05:10:57,0,404,15
2025-08-07 05:17:31,0,394,15
2025-08-07 05:23:37,0,366,15
2025-08-07 05:29:58,0,381,15
2025-08-07 05:36:10,0,370,15
2025-08-07 05:42:30,0,0,15
2025-08-07 05:48:56,0,383,15
2025-08-07 05:55:30,2,372,15
2025-08-07 08:29:05,0,431,13
2025-08-07 08:35:50,0,404,13
2025-08-07 08:42:24,0,377,13
2025-08-07 08:48:48,0,379,13
2025-08-07 08:55:03,0,372,13
2025-08-07 09:01:13,0,371,12
2025-08-07 09:07:13,0,360,12
2025-08-07 13:35:12,0,419,12
2025-08-07 13:41:45,0,374,12
2025-08-07 13:48:20,0,370,12
2025-08-07 14:04:16,0,0,12
2025-08-07 19:27:14,0,347,12
2025-08-07 19:33:25,0,369,12
2025-08-07 19:39:48,0,381,12
2025-08-07 19:46:01,0,366,12
2025-08-07 19:52:19,0,365,12
2025-08-07 19:58:42,0,378,12
2025-08-07 20:05:08,0,378,12
2025-08-07 20:11:06,0,357,12
2025-08-07 20:16:57,0,349,12
2025-08-07 20:23:16,0,357,12
2025-08-07 20:29:38,0,375,12
2025-08-07 20:52:55,0,0,12
