2025-08-22 03:10:08,0,15
2025-08-22 03:16:53,0,15
2025-08-22 03:23:40,0,15
2025-08-22 03:30:14,0,15
2025-08-22 03:36:58,0,15
2025-08-22 03:43:46,0,15
2025-08-22 05:49:18,0,15
2025-08-22 05:56:02,0,15
2025-08-22 06:02:37,0,13
2025-08-22 06:09:10,0,13
2025-08-22 06:15:21,0,13
2025-08-22 06:22:03,0,13
2025-08-22 06:31:49,1,13
2025-08-22 06:39:11,0,13
2025-08-22 06:45:49,1,13
2025-08-22 06:54:09,8,13
2025-08-22 07:05:06,12,13
2025-08-22 07:23:00,0,13
2025-08-22 07:29:47,0,13
2025-08-22 07:36:16,0,13
2025-08-22 07:42:52,0,13
2025-08-22 07:49:07,0,13
2025-08-22 07:54:32,0,13
2025-08-22 08:00:21,0,13
2025-08-22 08:24:41,0,13
2025-08-22 08:31:21,0,13
2025-08-22 08:38:06,0,13
2025-08-22 08:44:37,0,13
2025-08-22 08:51:18,0,13
2025-08-22 08:57:57,0,13
2025-08-22 09:04:30,0,12
2025-08-22 17:24:30,0,12
2025-08-22 17:31:14,0,12
2025-08-22 17:38:33,0,12
2025-08-22 17:45:15,0,12
2025-08-22 17:51:48,3,12
2025-08-22 18:30:55,0,12
2025-08-22 18:36:46,0,12
2025-08-22 18:43:51,1,12
2025-08-22 18:50:31,0,12
2025-08-22 18:57:17,0,12
2025-08-22 19:17:56,0,12
2025-08-22 19:24:40,0,12
2025-08-22 19:31:24,0,12
2025-08-22 19:38:01,0,12
2025-08-22 19:44:40,0,12
2025-08-22 19:51:18,0,12
2025-08-22 19:57:56,0,12
2025-08-22 20:04:36,0,12
2025-08-22 20:11:16,0,12
