2025-08-03 04:38:51,0,462,15
2025-08-03 06:58:51,0,397,13
2025-08-03 07:05:25,0,393,13
2025-08-03 07:11:51,0,381,13
2025-08-03 07:18:17,0,367,13
2025-08-03 07:24:27,0,357,13
2025-08-03 07:30:49,0,337,13
2025-08-03 07:37:17,0,378,13
2025-08-03 07:44:21,0,424,13
2025-08-03 07:50:52,0,391,13
2025-08-03 07:57:08,0,369,13
2025-08-03 08:02:58,0,338,13
2025-08-03 08:09:39,0,378,13
2025-08-03 08:15:49,0,355,13
2025-08-03 08:22:22,0,351,13
2025-08-03 08:28:59,0,397,13
2025-08-03 08:35:12,0,370,13
2025-08-03 08:41:45,0,368,13
2025-08-03 08:48:06,0,377,13
2025-08-03 08:55:02,0,411,13
2025-08-03 09:01:53,0,411,12
2025-08-03 09:08:35,0,383,12
2025-08-03 09:14:43,0,349,12
2025-08-03 09:20:42,0,359,12
2025-08-03 09:26:53,0,362,12
2025-08-03 13:45:05,0,463,12
2025-08-03 13:53:06,1,468,12
2025-08-03 14:00:07,0,421,12
2025-08-03 14:06:12,0,358,12
2025-08-03 14:12:26,0,365,12
2025-08-03 14:18:34,0,356,12
2025-08-03 14:25:01,0,375,12
2025-08-03 14:31:34,0,379,12
2025-08-03 14:37:57,0,381,12
2025-08-03 19:46:23,0,405,12
2025-08-03 19:53:34,0,357,12
2025-08-03 20:48:46,1,351,12
2025-08-03 20:55:10,0,355,12
2025-08-03 21:01:51,0,399,12
2025-08-03 21:08:38,0,405,12
