2025-08-11 05:47:20,0,396,15
2025-08-11 05:54:25,0,282,15
2025-08-11 06:01:00,0,394,13
2025-08-11 06:06:53,0,354,13
2025-08-11 06:13:07,0,374,13
2025-08-11 06:19:21,0,373,13
2025-08-11 06:25:30,0,369,13
2025-08-11 06:31:17,0,348,13
2025-08-11 06:37:31,0,372,13
2025-08-11 06:43:24,0,353,13
2025-08-11 06:55:57,0,216,13
2025-08-11 07:02:38,0,24,13
2025-08-11 07:08:53,0,346,13
2025-08-11 07:15:01,0,362,13
2025-08-11 07:21:14,0,350,13
2025-08-11 07:31:45,0,0,13
2025-08-11 07:38:24,0,0,13
2025-08-11 07:45:06,0,0,13
2025-08-11 07:51:46,0,0,13
2025-08-11 08:00:47,0,0,13
2025-08-11 08:07:30,0,0,13
2025-08-11 08:14:14,0,0,13
2025-08-11 08:21:11,0,0,13
2025-08-11 08:27:49,0,0,13
2025-08-11 08:34:33,0,0,13
2025-08-11 08:45:25,0,0,13
2025-08-11 08:53:47,0,0,13
2025-08-11 09:06:14,0,0,12
2025-08-11 09:13:26,0,0,12
2025-08-11 20:23:08,0,372,12
2025-08-11 20:29:24,0,376,12
2025-08-11 20:36:29,1,395,12
2025-08-11 20:42:27,0,357,12
2025-08-11 20:48:23,0,356,12
2025-08-11 20:54:56,0,0,12
2025-08-11 21:01:39,0,0,12
