2025-08-10 04:39:40,0,397,15
2025-08-10 04:46:19,0,0,15
2025-08-10 04:52:59,0,0,15
2025-08-10 05:02:00,0,0,15
2025-08-10 06:16:34,2,517,13
2025-08-10 06:24:10,0,456,13
2025-08-10 06:31:29,1,419,13
2025-08-10 06:44:42,2,436,13
2025-08-10 07:24:39,1,450,13
2025-08-10 07:32:25,0,458,13
2025-08-10 07:39:42,0,435,13
2025-08-10 07:46:10,0,384,13
2025-08-10 07:52:08,0,357,13
2025-08-10 07:58:57,0,0,13
2025-08-10 08:05:29,0,175,13
2025-08-10 08:12:06,0,386,13
2025-08-10 08:17:46,0,337,13
2025-08-10 08:24:00,0,371,13
2025-08-10 08:30:24,0,379,13
2025-08-10 08:36:40,0,377,13
2025-08-10 08:43:04,0,384,13
2025-08-10 08:49:22,0,378,13
2025-08-10 08:55:40,0,378,13
2025-08-10 20:12:27,0,364,12
2025-08-10 20:18:15,0,346,12
2025-08-10 20:24:27,0,364,12
2025-08-10 20:30:29,0,360,12
2025-08-10 20:36:27,0,349,12
2025-08-10 20:42:38,0,350,12
2025-08-10 20:49:13,0,0,12
2025-08-10 20:55:56,0,0,12
2025-08-10 21:02:55,0,0,12
2025-08-10 21:09:34,0,0,12
2025-08-10 21:16:23,0,0,12
2025-08-10 21:23:06,0,0,12
2025-08-10 21:29:52,0,0,12
