2025-07-30 07:48:03,1,380,13
2025-07-30 07:54:38,0,391,13
2025-07-30 08:01:01,0,384,13
2025-07-30 08:07:10,0,369,13
2025-07-30 08:13:02,0,351,13
2025-07-30 08:18:44,0,339,13
2025-07-30 08:24:34,0,346,13
2025-07-30 08:30:26,0,352,13
2025-07-30 08:35:59,0,329,13
2025-07-30 08:41:46,0,342,13
2025-07-30 08:47:22,0,334,13
2025-07-30 08:52:44,0,314,13
2025-07-30 08:58:20,0,336,13
2025-07-30 09:04:45,0,379,12
2025-07-30 09:10:30,0,345,12
2025-07-30 09:16:22,0,352,12
2025-07-30 16:09:14,0,356,12
2025-07-30 16:15:10,0,356,12
2025-07-30 16:21:04,0,351,12
2025-07-30 16:26:55,1,333,12
2025-07-30 16:32:17,0,322,12
2025-07-30 16:38:07,0,350,12
2025-07-30 16:43:46,0,338,12
2025-07-30 16:49:18,0,330,12
2025-07-30 16:55:09,0,346,12
2025-07-30 17:00:54,0,343,12
2025-07-30 17:06:12,0,318,12
2025-07-30 17:11:48,0,336,12
2025-07-30 17:51:07,2,330,12
2025-07-30 18:13:42,1,331,12
